STT,MaHP,TenHP,SoTinChi,HocKy,NamHoc,MaLop,LichHoc,MaGV,GiangVien,MaKhoa,NgayBatDau,NgayKetThuc
1335,C24102302,Tư duy thuật toán HDH,3,1,2024-2025,HDH03,T3(1-3)-P.cs2:A102,GV0801,TS. Đặng Hữu Quân,HDH,2024-08-15,2024-12-30
1336,C24102303,Công cụ học tập số HDH,3,1,2024-2025,HDH03,T4(1-3)-P.cs2:A103,GV0802,ThS. Bùi Bảo Mai,HDH,2024-08-15,2024-12-30
1337,C24102304,Kỹ năng học thuật HDH,3,1,2024-2025,HDH03,T5(1-3)-P.cs2:A104,GV0901,TS. Bùi Tuấn Việt,HDH,2024-08-15,2024-12-30
1338,C24102305,Thực hành nền tảng HDH,2,1,2024-2025,HDH03,T6(1-2)-P.cs2:A105,GV0902,ThS. Đỗ Mỹ Thảo,HDH,2024-08-15,2024-12-30
1339,C24102306,Seminar định hướng HDH,2,1,2024-2025,HDH03,T7(1-2)-P.cs2:A106,GV1001,TS. Đỗ Bảo Đạt,HDH,2024-08-15,2024-12-30
1340,C24102401,Nhập môn chuyên ngành HDH,4,1,2024-2025,HDH04,T2(1-4)-P.cs2:A101,GV1002,ThS. Hồ Khánh Anh,HDH,2024-08-15,2024-12-30
1341,C24102402,Tư duy thuật toán HDH,3,1,2024-2025,HDH04,T3(1-3)-P.cs2:A102,GV1101,TS. Hồ Nhật Cường,HDH,2024-08-15,2024-12-30
1342,C24102403,Công cụ học tập số HDH,3,1,2024-2025,HDH04,T4(1-3)-P.cs2:A103,GV1102,ThS. Ngô Thị Dung,HDH,2024-08-15,2024-12-30
1343,C24102404,Kỹ năng học thuật HDH,3,1,2024-2025,HDH04,T5(1-3)-P.cs2:A104,GV0101,TS. Lê Anh Hải,HDH,2024-08-15,2024-12-30
1344,C24102405,Thực hành nền tảng HDH,2,1,2024-2025,HDH04,T6(1-2)-P.cs2:A105,GV0102,ThS. Phạm Phương Hà,HDH,2024-08-15,2024-12-30
1345,C24102501,Nhập môn chuyên ngành HDH,4,1,2024-2025,HDH05,T2(1-4)-P.cs2:A101,GV0201,TS. Phạm Hữu Nam,HDH,2024-08-15,2024-12-30
1346,C24102502,Tư duy thuật toán HDH,3,1,2024-2025,HDH05,T3(1-3)-P.cs2:A102,GV0202,ThS. Hoàng Bảo Lan,HDH,2024-08-15,2024-12-30
1347,C24102503,Công cụ học tập số HDH,3,1,2024-2025,HDH05,T4(1-3)-P.cs2:A103,GV0301,TS. Hoàng Tuấn Sơn,HDH,2024-08-15,2024-12-30
1348,C24102504,Kỹ năng học thuật HDH,3,1,2024-2025,HDH05,T5(1-3)-P.cs2:A104,GV0302,ThS. Huỳnh Mỹ My,HDH,2024-08-15,2024-12-30
1349,C24102505,Thực hành nền tảng HDH,2,1,2024-2025,HDH05,T6(1-2)-P.cs2:A105,GV0401,TS. Huỳnh Bảo Huy,HDH,2024-08-15,2024-12-30
1350,C24102506,Seminar định hướng HDH,2,1,2024-2025,HDH05,T7(1-2)-P.cs2:A106,GV0402,ThS. Phan Khánh Trang,HDH,2024-08-15,2024-12-30
1351,C24102601,Nhập môn chuyên ngành HH,4,1,2024-2025,HH01,T2(1-4)-P.cs2:A101,GV0501,TS. Phan Nhật An,HH,2024-08-15,2024-12-30
1352,C24102602,Tư duy thuật toán HH,3,1,2024-2025,HH01,T3(1-3)-P.cs2:A102,GV0502,ThS. Vũ Thị Bích,HH,2024-08-15,2024-12-30
1353,C24102603,Công cụ học tập số HH,3,1,2024-2025,HH01,T4(1-3)-P.cs2:A103,GV0601,TS. Vũ Minh Dũng,HH,2024-08-15,2024-12-30
1354,C24102604,Kỹ năng học thuật HH,3,1,2024-2025,HH01,T5(1-3)-P.cs2:A104,GV0602,ThS. Võ Thanh Giang,HH,2024-08-15,2024-12-30
1355,C24102605,Thực hành nền tảng HH,2,1,2024-2025,HH01,T6(1-2)-P.cs2:A105,GV0701,TS. Võ Anh Long,HH,2024-08-15,2024-12-30
1356,C24102701,Nhập môn chuyên ngành HH,4,1,2024-2025,HH02,T2(1-4)-P.cs2:A101,GV0702,ThS. Đặng Phương Hương,HH,2024-08-15,2024-12-30
1357,C24102702,Tư duy thuật toán HH,3,1,2024-2025,HH02,T3(1-3)-P.cs2:A102,GV0801,TS. Đặng Hữu Quân,HH,2024-08-15,2024-12-30
1358,C24102703,Công cụ học tập số HH,3,1,2024-2025,HH02,T4(1-3)-P.cs2:A103,GV0802,ThS. Bùi Bảo Mai,HH,2024-08-15,2024-12-30
1359,C24102704,Kỹ năng học thuật HH,3,1,2024-2025,HH02,T5(1-3)-P.cs2:A104,GV0901,TS. Bùi Tuấn Việt,HH,2024-08-15,2024-12-30
1360,C24102705,Thực hành nền tảng HH,2,1,2024-2025,HH02,T6(1-2)-P.cs2:A105,GV0902,ThS. Đỗ Mỹ Thảo,HH,2024-08-15,2024-12-30
1361,C24102706,Seminar định hướng HH,2,1,2024-2025,HH02,T7(1-2)-P.cs2:A106,GV1001,TS. Đỗ Bảo Đạt,HH,2024-08-15,2024-12-30
1362,C24102801,Nhập môn chuyên ngành HH,4,1,2024-2025,HH03,T2(1-4)-P.cs2:A101,GV1002,ThS. Hồ Khánh Anh,HH,2024-08-15,2024-12-30
1363,C24102802,Tư duy thuật toán HH,3,1,2024-2025,HH03,T3(1-3)-P.cs2:A102,GV1101,TS. Hồ Nhật Cường,HH,2024-08-15,2024-12-30
1364,C24102803,Công cụ học tập số HH,3,1,2024-2025,HH03,T4(1-3)-P.cs2:A103,GV1102,ThS. Ngô Thị Dung,HH,2024-08-15,2024-12-30
1365,C24102804,Kỹ năng học thuật HH,3,1,2024-2025,HH03,T5(1-3)-P.cs2:A104,GV0101,TS. Lê Anh Hải,HH,2024-08-15,2024-12-30
1366,C24102805,Thực hành nền tảng HH,2,1,2024-2025,HH03,T6(1-2)-P.cs2:A105,GV0102,ThS. Phạm Phương Hà,HH,2024-08-15,2024-12-30
1367,C24102901,Nhập môn chuyên ngành HH,4,1,2024-2025,HH04,T2(1-4)-P.cs2:A101,GV0201,TS. Phạm Hữu Nam,HH,2024-08-15,2024-12-30
1368,C24102902,Tư duy thuật toán HH,3,1,2024-2025,HH04,T3(1-3)-P.cs2:A102,GV0202,ThS. Hoàng Bảo Lan,HH,2024-08-15,2024-12-30
1369,C24102903,Công cụ học tập số HH,3,1,2024-2025,HH04,T4(1-3)-P.cs2:A103,GV0301,TS. Hoàng Tuấn Sơn,HH,2024-08-15,2024-12-30
1370,C24102904,Kỹ năng học thuật HH,3,1,2024-2025,HH04,T5(1-3)-P.cs2:A104,GV0302,ThS. Huỳnh Mỹ My,HH,2024-08-15,2024-12-30
1371,C24102905,Thực hành nền tảng HH,2,1,2024-2025,HH04,T6(1-2)-P.cs2:A105,GV0401,TS. Huỳnh Bảo Huy,HH,2024-08-15,2024-12-30
1372,C24102906,Seminar định hướng HH,2,1,2024-2025,HH04,T7(1-2)-P.cs2:A106,GV0402,ThS. Phan Khánh Trang,HH,2024-08-15,2024-12-30
1373,C24103001,Nhập môn chuyên ngành HH,4,1,2024-2025,HH05,T2(1-4)-P.cs2:A101,GV0501,TS. Phan Nhật An,HH,2024-08-15,2024-12-30
1374,C24103002,Tư duy thuật toán HH,3,1,2024-2025,HH05,T3(1-3)-P.cs2:A102,GV0502,ThS. Vũ Thị Bích,HH,2024-08-15,2024-12-30
1375,C24103003,Công cụ học tập số HH,3,1,2024-2025,HH05,T4(1-3)-P.cs2:A103,GV0601,TS. Vũ Minh Dũng,HH,2024-08-15,2024-12-30
1376,C24103004,Kỹ năng học thuật HH,3,1,2024-2025,HH05,T5(1-3)-P.cs2:A104,GV0602,ThS. Võ Thanh Giang,HH,2024-08-15,2024-12-30
1377,C24103005,Thực hành nền tảng HH,2,1,2024-2025,HH05,T6(1-2)-P.cs2:A105,GV0701,TS. Võ Anh Long,HH,2024-08-15,2024-12-30
1378,C24103101,Nhập môn chuyên ngành KHMT,4,1,2024-2025,KHMT01,T2(1-4)-P.cs2:A101,GV0702,ThS. Đặng Phương Hương,KHMT,2024-08-15,2024-12-30
1379,C24103102,Tư duy thuật toán KHMT,3,1,2024-2025,KHMT01,T3(1-3)-P.cs2:A102,GV0801,TS. Đặng Hữu Quân,KHMT,2024-08-15,2024-12-30
1380,C24103103,Công cụ học tập số KHMT,3,1,2024-2025,KHMT01,T4(1-3)-P.cs2:A103,GV0802,ThS. Bùi Bảo Mai,KHMT,2024-08-15,2024-12-30
1381,C24103104,Kỹ năng học thuật KHMT,3,1,2024-2025,KHMT01,T5(1-3)-P.cs2:A104,GV0901,TS. Bùi Tuấn Việt,KHMT,2024-08-15,2024-12-30
1382,C24103105,Thực hành nền tảng KHMT,2,1,2024-2025,KHMT01,T6(1-2)-P.cs2:A105,GV0902,ThS. Đỗ Mỹ Thảo,KHMT,2024-08-15,2024-12-30
1383,C24103106,Seminar định hướng KHMT,2,1,2024-2025,KHMT01,T7(1-2)-P.cs2:A106,GV1001,TS. Đỗ Bảo Đạt,KHMT,2024-08-15,2024-12-30
1384,C24103201,Nhập môn chuyên ngành KHMT,4,1,2024-2025,KHMT02,T2(1-4)-P.cs2:A101,GV1002,ThS. Hồ Khánh Anh,KHMT,2024-08-15,2024-12-30
1385,C24103202,Tư duy thuật toán KHMT,3,1,2024-2025,KHMT02,T3(1-3)-P.cs2:A102,GV1101,TS. Hồ Nhật Cường,KHMT,2024-08-15,2024-12-30
1386,C24103203,Công cụ học tập số KHMT,3,1,2024-2025,KHMT02,T4(1-3)-P.cs2:A103,GV1102,ThS. Ngô Thị Dung,KHMT,2024-08-15,2024-12-30
1387,C24103204,Kỹ năng học thuật KHMT,3,1,2024-2025,KHMT02,T5(1-3)-P.cs2:A104,GV0101,TS. Lê Anh Hải,KHMT,2024-08-15,2024-12-30
1388,C24103205,Thực hành nền tảng KHMT,2,1,2024-2025,KHMT02,T6(1-2)-P.cs2:A105,GV0102,ThS. Phạm Phương Hà,KHMT,2024-08-15,2024-12-30
1389,C24103301,Nhập môn chuyên ngành KHMT,4,1,2024-2025,KHMT03,T2(1-4)-P.cs2:A101,GV0201,TS. Phạm Hữu Nam,KHMT,2024-08-15,2024-12-30
1390,C24103302,Tư duy thuật toán KHMT,3,1,2024-2025,KHMT03,T3(1-3)-P.cs2:A102,GV0202,ThS. Hoàng Bảo Lan,KHMT,2024-08-15,2024-12-30
1391,C24103303,Công cụ học tập số KHMT,3,1,2024-2025,KHMT03,T4(1-3)-P.cs2:A103,GV0301,TS. Hoàng Tuấn Sơn,KHMT,2024-08-15,2024-12-30
1392,C24103304,Kỹ năng học thuật KHMT,3,1,2024-2025,KHMT03,T5(1-3)-P.cs2:A104,GV0302,ThS. Huỳnh Mỹ My,KHMT,2024-08-15,2024-12-30
1393,C24103305,Thực hành nền tảng KHMT,2,1,2024-2025,KHMT03,T6(1-2)-P.cs2:A105,GV0401,TS. Huỳnh Bảo Huy,KHMT,2024-08-15,2024-12-30
1394,C24103306,Seminar định hướng KHMT,2,1,2024-2025,KHMT03,T7(1-2)-P.cs2:A106,GV0402,ThS. Phan Khánh Trang,KHMT,2024-08-15,2024-12-30
1395,C24103401,Nhập môn chuyên ngành KHMT,4,1,2024-2025,KHMT04,T2(1-4)-P.cs2:A101,GV0501,TS. Phan Nhật An,KHMT,2024-08-15,2024-12-30
1396,C24103402,Tư duy thuật toán KHMT,3,1,2024-2025,KHMT04,T3(1-3)-P.cs2:A102,GV0502,ThS. Vũ Thị Bích,KHMT,2024-08-15,2024-12-30
1397,C24103403,Công cụ học tập số KHMT,3,1,2024-2025,KHMT04,T4(1-3)-P.cs2:A103,GV0601,TS. Vũ Minh Dũng,KHMT,2024-08-15,2024-12-30
1398,C24103404,Kỹ năng học thuật KHMT,3,1,2024-2025,KHMT04,T5(1-3)-P.cs2:A104,GV0602,ThS. Võ Thanh Giang,KHMT,2024-08-15,2024-12-30
1399,C24103405,Thực hành nền tảng KHMT,2,1,2024-2025,KHMT04,T6(1-2)-P.cs2:A105,GV0701,TS. Võ Anh Long,KHMT,2024-08-15,2024-12-30
1400,C24103501,Nhập môn chuyên ngành KHMT,4,1,2024-2025,KHMT05,T2(1-4)-P.cs2:A101,GV0702,ThS. Đặng Phương Hương,KHMT,2024-08-15,2024-12-30
1401,C24103502,Tư duy thuật toán KHMT,3,1,2024-2025,KHMT05,T3(1-3)-P.cs2:A102,GV0801,TS. Đặng Hữu Quân,KHMT,2024-08-15,2024-12-30
1402,C24103503,Công cụ học tập số KHMT,3,1,2024-2025,KHMT05,T4(1-3)-P.cs2:A103,GV0802,ThS. Bùi Bảo Mai,KHMT,2024-08-15,2024-12-30
1403,C24103504,Kỹ năng học thuật KHMT,3,1,2024-2025,KHMT05,T5(1-3)-P.cs2:A104,GV0901,TS. Bùi Tuấn Việt,KHMT,2024-08-15,2024-12-30
1404,C24103505,Thực hành nền tảng KHMT,2,1,2024-2025,KHMT05,T6(1-2)-P.cs2:A105,GV0902,ThS. Đỗ Mỹ Thảo,KHMT,2024-08-15,2024-12-30
1405,C24103506,Seminar định hướng KHMT,2,1,2024-2025,KHMT05,T7(1-2)-P.cs2:A106,GV1001,TS. Đỗ Bảo Đạt,KHMT,2024-08-15,2024-12-30
1406,C24103601,Nhập môn chuyên ngành KHVL,4,1,2024-2025,KHVL01,T2(1-4)-P.cs2:A101,GV1002,ThS. Hồ Khánh Anh,KHVL,2024-08-15,2024-12-30
1407,C24103602,Tư duy thuật toán KHVL,3,1,2024-2025,KHVL01,T3(1-3)-P.cs2:A102,GV1101,TS. Hồ Nhật Cường,KHVL,2024-08-15,2024-12-30
1408,C24103603,Công cụ học tập số KHVL,3,1,2024-2025,KHVL01,T4(1-3)-P.cs2:A103,GV1102,ThS. Ngô Thị Dung,KHVL,2024-08-15,2024-12-30
1409,C24103604,Kỹ năng học thuật KHVL,3,1,2024-2025,KHVL01,T5(1-3)-P.cs2:A104,GV0101,TS. Lê Anh Hải,KHVL,2024-08-15,2024-12-30
1410,C24103605,Thực hành nền tảng KHVL,2,1,2024-2025,KHVL01,T6(1-2)-P.cs2:A105,GV0102,ThS. Phạm Phương Hà,KHVL,2024-08-15,2024-12-30
1411,C24103701,Nhập môn chuyên ngành KHVL,4,1,2024-2025,KHVL02,T2(1-4)-P.cs2:A101,GV0201,TS. Phạm Hữu Nam,KHVL,2024-08-15,2024-12-30
1412,C24103702,Tư duy thuật toán KHVL,3,1,2024-2025,KHVL02,T3(1-3)-P.cs2:A102,GV0202,ThS. Hoàng Bảo Lan,KHVL,2024-08-15,2024-12-30
1413,C24103703,Công cụ học tập số KHVL,3,1,2024-2025,KHVL02,T4(1-3)-P.cs2:A103,GV0301,TS. Hoàng Tuấn Sơn,KHVL,2024-08-15,2024-12-30
1414,C24103704,Kỹ năng học thuật KHVL,3,1,2024-2025,KHVL02,T5(1-3)-P.cs2:A104,GV0302,ThS. Huỳnh Mỹ My,KHVL,2024-08-15,2024-12-30
1415,C24103705,Thực hành nền tảng KHVL,2,1,2024-2025,KHVL02,T6(1-2)-P.cs2:A105,GV0401,TS. Huỳnh Bảo Huy,KHVL,2024-08-15,2024-12-30
1416,C24103706,Seminar định hướng KHVL,2,1,2024-2025,KHVL02,T7(1-2)-P.cs2:A106,GV0402,ThS. Phan Khánh Trang,KHVL,2024-08-15,2024-12-30
1417,C24103801,Nhập môn chuyên ngành KHVL,4,1,2024-2025,KHVL03,T2(1-4)-P.cs2:A101,GV0501,TS. Phan Nhật An,KHVL,2024-08-15,2024-12-30
1418,C24103802,Tư duy thuật toán KHVL,3,1,2024-2025,KHVL03,T3(1-3)-P.cs2:A102,GV0502,ThS. Vũ Thị Bích,KHVL,2024-08-15,2024-12-30
1419,C24103803,Công cụ học tập số KHVL,3,1,2024-2025,KHVL03,T4(1-3)-P.cs2:A103,GV0601,TS. Vũ Minh Dũng,KHVL,2024-08-15,2024-12-30
1420,C24103804,Kỹ năng học thuật KHVL,3,1,2024-2025,KHVL03,T5(1-3)-P.cs2:A104,GV0602,ThS. Võ Thanh Giang,KHVL,2024-08-15,2024-12-30
1421,C24103805,Thực hành nền tảng KHVL,2,1,2024-2025,KHVL03,T6(1-2)-P.cs2:A105,GV0701,TS. Võ Anh Long,KHVL,2024-08-15,2024-12-30
1422,C24103901,Nhập môn chuyên ngành KHVL,4,1,2024-2025,KHVL04,T2(1-4)-P.cs2:A101,GV0702,ThS. Đặng Phương Hương,KHVL,2024-08-15,2024-12-30
1423,C24103902,Tư duy thuật toán KHVL,3,1,2024-2025,KHVL04,T3(1-3)-P.cs2:A102,GV0801,TS. Đặng Hữu Quân,KHVL,2024-08-15,2024-12-30
1424,C24103903,Công cụ học tập số KHVL,3,1,2024-2025,KHVL04,T4(1-3)-P.cs2:A103,GV0802,ThS. Bùi Bảo Mai,KHVL,2024-08-15,2024-12-30
1425,C24103904,Kỹ năng học thuật KHVL,3,1,2024-2025,KHVL04,T5(1-3)-P.cs2:A104,GV0901,TS. Bùi Tuấn Việt,KHVL,2024-08-15,2024-12-30
1426,C24103905,Thực hành nền tảng KHVL,2,1,2024-2025,KHVL04,T6(1-2)-P.cs2:A105,GV0902,ThS. Đỗ Mỹ Thảo,KHVL,2024-08-15,2024-12-30
1427,C24103906,Seminar định hướng KHVL,2,1,2024-2025,KHVL04,T7(1-2)-P.cs2:A106,GV1001,TS. Đỗ Bảo Đạt,KHVL,2024-08-15,2024-12-30
1428,C24104001,Nhập môn chuyên ngành KHVL,4,1,2024-2025,KHVL05,T2(1-4)-P.cs2:A101,GV1002,ThS. Hồ Khánh Anh,KHVL,2024-08-15,2024-12-30
1429,C24104002,Tư duy thuật toán KHVL,3,1,2024-2025,KHVL05,T3(1-3)-P.cs2:A102,GV1101,TS. Hồ Nhật Cường,KHVL,2024-08-15,2024-12-30
1430,C24104003,Công cụ học tập số KHVL,3,1,2024-2025,KHVL05,T4(1-3)-P.cs2:A103,GV1102,ThS. Ngô Thị Dung,KHVL,2024-08-15,2024-12-30
1431,C24104004,Kỹ năng học thuật KHVL,3,1,2024-2025,KHVL05,T5(1-3)-P.cs2:A104,GV0101,TS. Lê Anh Hải,KHVL,2024-08-15,2024-12-30
1432,C24104005,Thực hành nền tảng KHVL,2,1,2024-2025,KHVL05,T6(1-2)-P.cs2:A105,GV0102,ThS. Phạm Phương Hà,KHVL,2024-08-15,2024-12-30
1433,C24104101,Nhập môn chuyên ngành SH,4,1,2024-2025,SH01,T2(1-4)-P.cs2:A101,GV0201,TS. Phạm Hữu Nam,SH,2024-08-15,2024-12-30
1434,C24104102,Tư duy thuật toán SH,3,1,2024-2025,SH01,T3(1-3)-P.cs2:A102,GV0202,ThS. Hoàng Bảo Lan,SH,2024-08-15,2024-12-30
1435,C24104103,Công cụ học tập số SH,3,1,2024-2025,SH01,T4(1-3)-P.cs2:A103,GV0301,TS. Hoàng Tuấn Sơn,SH,2024-08-15,2024-12-30
1436,C24104104,Kỹ năng học thuật SH,3,1,2024-2025,SH01,T5(1-3)-P.cs2:A104,GV0302,ThS. Huỳnh Mỹ My,SH,2024-08-15,2024-12-30
1437,C24104105,Thực hành nền tảng SH,2,1,2024-2025,SH01,T6(1-2)-P.cs2:A105,GV0401,TS. Huỳnh Bảo Huy,SH,2024-08-15,2024-12-30
1438,C24104106,Seminar định hướng SH,2,1,2024-2025,SH01,T7(1-2)-P.cs2:A106,GV0402,ThS. Phan Khánh Trang,SH,2024-08-15,2024-12-30
1439,C24104201,Nhập môn chuyên ngành SH,4,1,2024-2025,SH02,T2(1-4)-P.cs2:A101,GV0501,TS. Phan Nhật An,SH,2024-08-15,2024-12-30
1440,C24104202,Tư duy thuật toán SH,3,1,2024-2025,SH02,T3(1-3)-P.cs2:A102,GV0502,ThS. Vũ Thị Bích,SH,2024-08-15,2024-12-30
1441,C24104203,Công cụ học tập số SH,3,1,2024-2025,SH02,T4(1-3)-P.cs2:A103,GV0601,TS. Vũ Minh Dũng,SH,2024-08-15,2024-12-30
1442,C24104204,Kỹ năng học thuật SH,3,1,2024-2025,SH02,T5(1-3)-P.cs2:A104,GV0602,ThS. Võ Thanh Giang,SH,2024-08-15,2024-12-30
1443,C24104205,Thực hành nền tảng SH,2,1,2024-2025,SH02,T6(1-2)-P.cs2:A105,GV0701,TS. Võ Anh Long,SH,2024-08-15,2024-12-30
1444,C24104301,Nhập môn chuyên ngành SH,4,1,2024-2025,SH03,T2(1-4)-P.cs2:A101,GV0702,ThS. Đặng Phương Hương,SH,2024-08-15,2024-12-30
1445,C24104302,Tư duy thuật toán SH,3,1,2024-2025,SH03,T3(1-3)-P.cs2:A102,GV0801,TS. Đặng Hữu Quân,SH,2024-08-15,2024-12-30
1446,C24104303,Công cụ học tập số SH,3,1,2024-2025,SH03,T4(1-3)-P.cs2:A103,GV0802,ThS. Bùi Bảo Mai,SH,2024-08-15,2024-12-30
1447,C24104304,Kỹ năng học thuật SH,3,1,2024-2025,SH03,T5(1-3)-P.cs2:A104,GV0901,TS. Bùi Tuấn Việt,SH,2024-08-15,2024-12-30
1448,C24104305,Thực hành nền tảng SH,2,1,2024-2025,SH03,T6(1-2)-P.cs2:A105,GV0902,ThS. Đỗ Mỹ Thảo,SH,2024-08-15,2024-12-30
1449,C24104306,Seminar định hướng SH,2,1,2024-2025,SH03,T7(1-2)-P.cs2:A106,GV1001,TS. Đỗ Bảo Đạt,SH,2024-08-15,2024-12-30
1450,C24104401,Nhập môn chuyên ngành SH,4,1,2024-2025,SH04,T2(1-4)-P.cs2:A101,GV1002,ThS. Hồ Khánh Anh,SH,2024-08-15,2024-12-30
1451,C24104402,Tư duy thuật toán SH,3,1,2024-2025,SH04,T3(1-3)-P.cs2:A102,GV1101,TS. Hồ Nhật Cường,SH,2024-08-15,2024-12-30
1452,C24104403,Công cụ học tập số SH,3,1,2024-2025,SH04,T4(1-3)-P.cs2:A103,GV1102,ThS. Ngô Thị Dung,SH,2024-08-15,2024-12-30
1453,C24104404,Kỹ năng học thuật SH,3,1,2024-2025,SH04,T5(1-3)-P.cs2:A104,GV0101,TS. Lê Anh Hải,SH,2024-08-15,2024-12-30
1454,C24104405,Thực hành nền tảng SH,2,1,2024-2025,SH04,T6(1-2)-P.cs2:A105,GV0102,ThS. Phạm Phương Hà,SH,2024-08-15,2024-12-30
1455,C24104501,Nhập môn chuyên ngành SH,4,1,2024-2025,SH05,T2(1-4)-P.cs2:A101,GV0201,TS. Phạm Hữu Nam,SH,2024-08-15,2024-12-30
1456,C24104502,Tư duy thuật toán SH,3,1,2024-2025,SH05,T3(1-3)-P.cs2:A102,GV0202,ThS. Hoàng Bảo Lan,SH,2024-08-15,2024-12-30
1457,C24104503,Công cụ học tập số SH,3,1,2024-2025,SH05,T4(1-3)-P.cs2:A103,GV0301,TS. Hoàng Tuấn Sơn,SH,2024-08-15,2024-12-30
1458,C24104504,Kỹ năng học thuật SH,3,1,2024-2025,SH05,T5(1-3)-P.cs2:A104,GV0302,ThS. Huỳnh Mỹ My,SH,2024-08-15,2024-12-30
1459,C24104505,Thực hành nền tảng SH,2,1,2024-2025,SH05,T6(1-2)-P.cs2:A105,GV0401,TS. Huỳnh Bảo Huy,SH,2024-08-15,2024-12-30
1460,C24104506,Seminar định hướng SH,2,1,2024-2025,SH05,T7(1-2)-P.cs2:A106,GV0402,ThS. Phan Khánh Trang,SH,2024-08-15,2024-12-30
1461,C24104601,Nhập môn chuyên ngành TTH,4,1,2024-2025,TTH01,T2(1-4)-P.cs2:A101,GV0501,TS. Phan Nhật An,TTH,2024-08-15,2024-12-30
1462,C24104602,Tư duy thuật toán TTH,3,1,2024-2025,TTH01,T3(1-3)-P.cs2:A102,GV0502,ThS. Vũ Thị Bích,TTH,2024-08-15,2024-12-30
1463,C24104603,Công cụ học tập số TTH,3,1,2024-2025,TTH01,T4(1-3)-P.cs2:A103,GV0601,TS. Vũ Minh Dũng,TTH,2024-08-15,2024-12-30
1464,C24104604,Kỹ năng học thuật TTH,3,1,2024-2025,TTH01,T5(1-3)-P.cs2:A104,GV0602,ThS. Võ Thanh Giang,TTH,2024-08-15,2024-12-30
1465,C24104605,Thực hành nền tảng TTH,2,1,2024-2025,TTH01,T6(1-2)-P.cs2:A105,GV0701,TS. Võ Anh Long,TTH,2024-08-15,2024-12-30
1466,C24104701,Nhập môn chuyên ngành TTH,4,1,2024-2025,TTH02,T2(1-4)-P.cs2:A101,GV0702,ThS. Đặng Phương Hương,TTH,2024-08-15,2024-12-30
1467,C24104702,Tư duy thuật toán TTH,3,1,2024-2025,TTH02,T3(1-3)-P.cs2:A102,GV0801,TS. Đặng Hữu Quân,TTH,2024-08-15,2024-12-30
1468,C24104703,Công cụ học tập số TTH,3,1,2024-2025,TTH02,T4(1-3)-P.cs2:A103,GV0802,ThS. Bùi Bảo Mai,TTH,2024-08-15,2024-12-30
1469,C24104704,Kỹ năng học thuật TTH,3,1,2024-2025,TTH02,T5(1-3)-P.cs2:A104,GV0901,TS. Bùi Tuấn Việt,TTH,2024-08-15,2024-12-30
1470,C24104705,Thực hành nền tảng TTH,2,1,2024-2025,TTH02,T6(1-2)-P.cs2:A105,GV0902,ThS. Đỗ Mỹ Thảo,TTH,2024-08-15,2024-12-30
1471,C24104706,Seminar định hướng TTH,2,1,2024-2025,TTH02,T7(1-2)-P.cs2:A106,GV1001,TS. Đỗ Bảo Đạt,TTH,2024-08-15,2024-12-30
1472,C24104801,Nhập môn chuyên ngành TTH,4,1,2024-2025,TTH03,T2(1-4)-P.cs2:A101,GV1002,ThS. Hồ Khánh Anh,TTH,2024-08-15,2024-12-30
1473,C24104802,Tư duy thuật toán TTH,3,1,2024-2025,TTH03,T3(1-3)-P.cs2:A102,GV1101,TS. Hồ Nhật Cường,TTH,2024-08-15,2024-12-30
1474,C24104803,Công cụ học tập số TTH,3,1,2024-2025,TTH03,T4(1-3)-P.cs2:A103,GV1102,ThS. Ngô Thị Dung,TTH,2024-08-15,2024-12-30
1475,C24104804,Kỹ năng học thuật TTH,3,1,2024-2025,TTH03,T5(1-3)-P.cs2:A104,GV0101,TS. Lê Anh Hải,TTH,2024-08-15,2024-12-30
1476,C24104805,Thực hành nền tảng TTH,2,1,2024-2025,TTH03,T6(1-2)-P.cs2:A105,GV0102,ThS. Phạm Phương Hà,TTH,2024-08-15,2024-12-30
1477,C24104901,Nhập môn chuyên ngành TTH,4,1,2024-2025,TTH04,T2(1-4)-P.cs2:A101,GV0201,TS. Phạm Hữu Nam,TTH,2024-08-15,2024-12-30
1478,C24104902,Tư duy thuật toán TTH,3,1,2024-2025,TTH04,T3(1-3)-P.cs2:A102,GV0202,ThS. Hoàng Bảo Lan,TTH,2024-08-15,2024-12-30
1479,C24104903,Công cụ học tập số TTH,3,1,2024-2025,TTH04,T4(1-3)-P.cs2:A103,GV0301,TS. Hoàng Tuấn Sơn,TTH,2024-08-15,2024-12-30
1480,C24104904,Kỹ năng học thuật TTH,3,1,2024-2025,TTH04,T5(1-3)-P.cs2:A104,GV0302,ThS. Huỳnh Mỹ My,TTH,2024-08-15,2024-12-30
1481,C24104905,Thực hành nền tảng TTH,2,1,2024-2025,TTH04,T6(1-2)-P.cs2:A105,GV0401,TS. Huỳnh Bảo Huy,TTH,2024-08-15,2024-12-30
1482,C24104906,Seminar định hướng TTH,2,1,2024-2025,TTH04,T7(1-2)-P.cs2:A106,GV0402,ThS. Phan Khánh Trang,TTH,2024-08-15,2024-12-30
1483,C24105001,Nhập môn chuyên ngành TTH,4,1,2024-2025,TTH05,T2(1-4)-P.cs2:A101,GV0501,TS. Phan Nhật An,TTH,2024-08-15,2024-12-30
